,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
170,Dior,Meet The Woo,Pop Smoke,2019-07-26,216386,83,0.548,0.212,0.805,0.000389,0.408,-5.732,0.351,142.094,4
171,Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,192956,88,0.578,0.0618,0.449,2.17e-06,0.119,-6.349,0.286,136.006,4
172,Don't Go Yet,Don't Go Yet,Camila Cabello,2021-07-23,164842,86,0.666,0.0492,0.796,0.0,0.0442,-6.967,0.103,110.108,4
173,Ain't Shit,Planet Her,Doja Cat,2021-06-25,174253,90,0.855,0.506,0.488,0.0,0.347,-4.601,0.208,124.097,4
174,Drunk (And I Don't Wanna Go Home),Drunk (And I Don't Wanna Go Home),Elle King,2021-02-26,245625,76,0.612,0.00516,0.884,0.0,0.0997,-4.4,0.0459,119.991,4
175,Good Days,Good Days,SZA,2020-12-25,279204,84,0.436,0.499,0.655,8.1e-06,0.688,-8.37,0.0583,121.002,4
176,DÁKITI,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,2020-11-27,205090,86,0.731,0.401,0.573,5.22e-05,0.113,-10.059,0.0544,109.928,4
177,Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,203064,90,0.702,0.00883,0.825,0.0,0.0674,-3.787,0.0601,102.977,4
178,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,121572,85,0.493,0.269,0.653,0.0,0.511,-5.666,0.0466,142.347,4
179,Mood (feat. iann dior),El Dorado,24kGoldn,2021-03-26,140533,89,0.701,0.174,0.716,0.0,0.324,-3.671,0.0361,91.007,4
180,Drankin N Smokin,Pluto x Baby Pluto,Future,2020-11-13,213520,78,0.752,0.0421,0.658,0.0,0.0927,-6.297,0.342,151.951,4
181,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),KHALED KHALED,DJ Khaled,2021-04-30,236524,83,0.477,0.000866,0.727,0.0,0.108,-4.053,0.286,150.062,4
182,Solid (feat. Drake),Slime Language 2,Young Stoner Life,2021-04-16,215693,82,0.887,0.0392,0.485,0.0,0.141,-9.358,0.2,125.987,4
183,Do I Wanna Know?,AM,Arctic Monkeys,2013-09-09,272394,84,0.548,0.186,0.532,0.000263,0.217,-7.596,0.0323,85.03,4
184,Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,2021-01-07,155883,84,0.84,0.00302,0.766,3.61e-06,0.0684,-4.12,0.136,94.018,4
185,Don't Stop Believin',Escape,Journey,1981,250986,80,0.5,0.127,0.748,0.0,0.447,-9.072,0.0363,118.852,4
186,Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,239835,84,0.511,0.349,0.566,0.0,0.34,-7.23,0.2,83.903,4
187,Devil Town,Cavetown,Cavetown,2015-11-09,179955,79,0.576,0.12,0.759,0.0,0.121,-8.165,0.0599,99.969,4
188,p r i d e . i s . t h e . d e v i l (with Lil Baby),The Off-Season,J. Cole,2021-05-14,218210,82,0.861,0.104,0.656,0.0,0.0986,-7.867,0.425,88.967,4
189,Don't Start Now - Purple Disco Machine Remix,Maximum,Various Artists,2021-08-06,216774,0,0.768,0.0459,0.751,2.82e-06,0.351,-6.185,0.0509,123.978,4
190,You Right,Planet Her,Doja Cat,2021-06-25,186173,89,0.828,0.0164,0.621,0.00233,0.0845,-6.414,0.0565,128.986,4
191,Don't Start Now,Dance Monkey - 10's All Out,Various Artists,2021-08-06,183290,0,0.793,0.0123,0.793,0.0,0.0951,-4.521,0.083,123.95,4
192,DON'T LEAVE ME (feat. G Herbo & Lil Durk),F*CK LOVE 3+: OVER YOU,The Kid LAROI,2021-07-27,167965,62,0.639,0.0917,0.727,0.0,0.111,-5.23,0.0901,75.992,4
193,deja vu,"NOW That's What I Call Music, Vol. 79",Various Artists,2021-08-06,213973,0,0.435,0.588,0.606,1.4e-05,0.456,-7.254,0.0915,180.503,4
194,Die A Happy Man,Tangled Up,Thomas Rhett,2015-01-01,227426,74,0.595,0.418,0.389,1.39e-06,0.116,-9.245,0.0349,166.052,4
195,drivers license,ESTATE 2021 HITS,Various Artists,2021-08-06,242013,0,0.585,0.721,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,4
196,Don't Stop Me Now - Remastered 2011,Jazz (Deluxe Remastered Version),Queen,1978-11-10,209413,74,0.563,0.0472,0.865,0.000191,0.77,-5.277,0.16,156.271,4
197,drivers license,Singing In The Shower,Various Artists,2021-07-23,242013,0,0.585,0.721,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,4
198,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),Chase Rice,2020-11-30,160839,74,0.627,0.185,0.678,0.0,0.374,-4.691,0.0294,100.032,4
199,Ball If I Want To,Ball If I Want To,DaBaby,2021-06-18,112546,84,0.902,0.161,0.669,0.0,0.0728,-5.049,0.457,139.949,4
200,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),KHALED KHALED,DJ Khaled,2021-04-30,236524,83,0.477,0.000866,0.727,0.0,0.108,-4.053,0.286,150.062,4
201,Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,192956,88,0.578,0.0618,0.449,2.17e-06,0.119,-6.349,0.286,136.006,4
202,Empire State Of Mind,The Blueprint 3,JAY-Z,2009-09-08,276920,79,0.491,0.0295,0.956,0.0,0.46,-1.538,0.392,173.585,4
203,enough for you,SOUR,Olivia Rodrigo,2021-05-21,202826,87,0.638,0.753,0.259,0.0,0.219,-10.706,0.0898,88.485,4
204,Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,198081,95,0.677,0.321,0.696,0.0,0.42,-6.181,0.119,90.03,4
205,Eye of the Tiger,Rocky IV,Various Artists,1985,245640,75,0.817,0.132,0.599,0.000311,0.0873,-9.249,0.0328,108.873,4
206,Electric Love,Dopamine,BØRNS,2015-10-16,218106,83,0.611,0.00543,0.797,0.00137,0.26,-7.627,0.0533,120.041,4
207,m y . l i f e (with 21 Savage & Morray),The Off-Season,J. Cole,2021-05-14,218801,83,0.597,0.0622,0.587,0.0,0.214,-7.026,0.137,140.021,4
208,Everybody Dies,Happier Than Ever,Billie Eilish,2021-07-30,206622,77,0.275,0.928,0.155,0.176,0.0888,-17.285,0.0674,65.136,3
209,Martin & Gina,THE GOAT,Polo G,2020-05-15,132832,85,0.832,0.345,0.534,0.0,0.165,-7.813,0.253,93.924,4
210,Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),Tears For Fears,1985-02-25,251488,82,0.645,0.347,0.795,0.00389,0.104,-12.095,0.0527,112.067,4
211,Everybody Talks,Picture Show,Neon Trees,2012-01-01,177280,81,0.471,0.00301,0.924,0.0,0.313,-3.906,0.0586,154.961,4
212,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,121572,85,0.493,0.269,0.653,0.0,0.511,-5.666,0.0466,142.347,4
213,everything i wanted,Alternative Festival,Various Artists,2021-08-11,245425,0,0.704,0.901,0.225,0.657,0.106,-14.454,0.0994,120.006,4
214,p r i d e . i s . t h e . d e v i l (with Lil Baby),The Off-Season,J. Cole,2021-05-14,218210,82,0.861,0.104,0.656,0.0,0.0986,-7.867,0.425,88.967,4
215,Enter Sandman,Metallica,Metallica,1991-08-12,331573,74,0.579,0.00206,0.824,0.00903,0.059,-8.71,0.03,123.331,4
216,Everybody Dies In Their Nightmares,17,XXXTENTACION,2017-08-25,95466,83,0.734,0.847,0.57,2.14e-05,0.112,-7.066,0.133,129.953,4
217,NOT SOBER (feat. Polo G & Stunna Gambino),F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23,216000,84,0.671,0.0928,0.639,0.0,0.0941,-6.852,0.134,119.82,5
218,EARFQUAKE,IGOR,"Tyler, The Creator",2019-05-17,190066,79,0.554,0.23,0.498,5.98e-06,0.795,-8.866,0.0685,79.635,4
219,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)","His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,2021-05-13,224042,84,0.792,0.116,0.707,0.0,0.12,-5.218,0.0623,134.997,4
220,Ramen & OJ,Ramen & OJ,Joyner Lucas,2021-04-30,218447,81,0.597,0.492,0.571,0.0,0.093,-6.205,0.293,106.196,3
221,ERASE U,F*CK LOVE 3+: OVER YOU,The Kid LAROI,2021-07-27,109094,56,0.75,0.0458,0.641,0.0,0.193,-5.134,0.0353,144.988,4
222,t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,2021-04-27,168030,86,0.39,0.0021,0.83,0.0,0.156,-5.201,0.0563,90.021,4
223,EL MAKINON,KG0516,KAROL G,2021-03-26,209160,88,0.635,0.256,0.706,0.0,0.108,-3.224,0.125,88.863,4
224,For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,190476,84,0.823,0.114,0.586,0.0,0.193,-6.606,0.2,125.971,4
225,Empty,Death Race For Love,Juice WRLD,2019-03-08,248431,77,0.745,0.0758,0.561,0.0,0.133,-4.869,0.0807,77.557,4
226,Come & Go (with Marshmello),Legends Never Die,Juice WRLD,2020-07-10,205484,82,0.625,0.0172,0.814,0.0,0.158,-5.181,0.0657,144.991,4
227,Errbody,Rap Mix 2021,Various Artists,2021-08-06,210698,0,0.887,0.000407,0.606,0.0,0.151,-6.572,0.324,139.995,4
228,Headshot (feat. Polo G & Fivio Foreign),Destined 2 Win,Lil Tjay,2021-04-02,144349,81,0.808,0.0802,0.639,0.0,0.15,-7.266,0.279,118.0,4
229,Essence (feat. Tems),Made In Lagos,WizKid,2020-10-29,248040,78,0.849,0.0266,0.707,8.58e-06,0.618,-6.002,0.113,104.027,4
230,Run It Up (feat. Offset & Moneybagg Yo),Destined 2 Win,Lil Tjay,2021-04-02,232048,81,0.88,0.415,0.575,0.0,0.109,-6.091,0.163,120.031,4
231,Electric Feel,Oracular Spectacular,MGMT,2007-12-14,229640,77,0.763,0.0709,0.803,0.285,0.348,-3.713,0.0351,103.04,3
232,Peaches (feat. Daniel Caesar & Giveon),"NOW That's What I Call Music, Vol. 79",Various Artists,2021-08-06,196373,0,0.688,0.389,0.671,0.0,0.606,-6.236,0.0916,89.928,4
233,E-GIRLS ARE RUINING MY LIFE!,E-GIRLS ARE RUINING MY LIFE!,CORPSE,2020-09-25,105176,77,0.614,0.00161,0.937,0.00136,0.103,-7.443,0.115,84.98,4
234,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,146419,80,0.827,0.0195,0.571,0.0,0.166,-7.949,0.366,142.034,4
235,Element,Meet The Woo 2,Pop Smoke,2020-02-07,135746,78,0.772,0.0301,0.878,2.18e-06,0.251,-4.22,0.324,61.311,5
236,No Return (with The Kid LAROI & Lil Durk),Hall of Fame,Polo G,2021-06-11,168728,80,0.479,0.135,0.645,0.0,0.0825,-7.336,0.302,155.057,4
237,Exchange,T R A P S O U L,Bryson Tiller,2015-10-02,194613,75,0.525,0.107,0.433,0.0,0.135,-10.598,0.185,160.108,4
238,Bad Habits,Bad Habits,Ed Sheeran,2021-06-25,231041,98,0.808,0.0469,0.897,3.14e-05,0.364,-3.712,0.0348,126.026,4
239,Everlong,The Colour And The Shape,Foo Fighters,1997-05-20,250546,77,0.413,5.99e-05,0.881,0.000308,0.0805,-5.541,0.0367,158.066,4
240,Ric Flair Drip (& Metro Boomin),Without Warning,21 Savage,2017-10-30,172800,81,0.88,0.149,0.428,5.07e-05,0.114,-8.28,0.206,100.007,4
241,E-ER (feat. Lil Yachty),FAMILY,DJ Scheme,2020-12-04,163384,74,0.952,0.074,0.29,0.0,0.107,-11.459,0.428,130.083,4
242,Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,242096,92,0.586,0.182,0.616,0.0,0.0927,-7.964,0.0324,148.088,4
243,Erase Your Social,The Perfect LUV Tape,Lil Uzi Vert,2016-08-10,199993,73,0.705,0.694,0.609,0.0,0.234,-5.728,0.0729,140.058,4
244,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),Galantis,2021-05-20,183725,89,0.595,0.216,0.784,0.0,0.0608,-4.878,0.102,124.111,4
245,exile (feat. Bon Iver),folklore,Taylor Swift,2020-07-24,285634,77,0.298,0.778,0.38,5.62e-05,0.11,-8.426,0.0287,75.602,4
246,Drip Too Hard (Lil Baby & Gunna),Drip Harder,Lil Baby,2018-10-05,145542,80,0.897,0.0852,0.662,0.0,0.534,-6.903,0.292,112.511,4
247,Enemies (feat. DaBaby),Hollywood's Bleeding,Post Malone,2019-09-06,196760,75,0.542,0.0588,0.674,0.0,0.0955,-4.169,0.21,76.388,4
248,Bout A Million (feat. 42 Dugg & 21 Savage),Faith,Pop Smoke,2021-07-16,203586,81,0.716,0.526,0.67,0.0,0.13,-6.995,0.101,145.043,4
249,Every Breath You Take,Synchronicity (Remastered 2003),The Police,1983-06-17,253920,83,0.82,0.543,0.452,0.00294,0.0714,-9.796,0.0348,117.401,4
250,favorite crime,SOUR,Olivia Rodrigo,2021-05-21,152666,91,0.369,0.866,0.272,0.0,0.147,-10.497,0.0364,172.929,4
251,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,2021-04-09,208866,95,0.762,0.235,0.701,0.000158,0.123,-3.541,0.0286,110.968,4
252,Freaks,Freaks,Surf Curse,2021-05-15,147062,88,0.345,3.84e-05,0.941,0.633,0.0511,-9.918,0.0466,179.626,4
253,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,212000,94,0.736,0.0203,0.704,0.0,0.0501,-7.409,0.0615,149.995,4
254,Fancy Like,Country Stuff,Walker Hayes,2021-06-04,161853,82,0.649,0.114,0.76,0.0,0.317,-6.487,0.0574,80.018,4
255,Flashing Lights,Graduation,Kanye West,2007-09-11,237506,79,0.639,0.0381,0.628,0.0,0.386,-7.578,0.0399,90.482,4
256,Forever After All,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,2020-10-23,232533,81,0.487,0.191,0.65,0.0,0.0933,-5.195,0.0253,151.964,4
257,Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,192956,88,0.578,0.0618,0.449,2.17e-06,0.119,-6.349,0.286,136.006,4
258,Fiel,Los Legendarios 001,Los Legendarios,2021-02-04,261665,88,0.849,0.407,0.701,0.0,0.112,-4.407,0.06,98.005,4
259,For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,190476,84,0.823,0.114,0.586,0.0,0.193,-6.606,0.2,125.971,4
260,Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,198081,95,0.677,0.321,0.696,0.0,0.42,-6.181,0.119,90.03,4
261,Fireflies,Ocean Eyes,Owl City,2009-01-01,228346,79,0.512,0.0275,0.662,0.0,0.118,-6.797,0.0439,180.114,4
262,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,2021-01-15,169153,92,0.824,0.0076,0.862,0.000132,0.303,-3.424,0.126,122.98,4
263,Levitating (feat. DaBaby),Levitating (feat. DaBaby),Dua Lipa,2020-10-01,203064,89,0.702,0.00883,0.825,0.0,0.0674,-3.787,0.0601,102.977,4
264,FACK,Curtain Call: The Hits (Deluxe Edition),Eminem,2005-12-06,205760,65,0.842,0.00638,0.602,0.112,0.103,-7.103,0.0796,124.213,4
265,Famous Friends,Famous Friends,Chris Young,2020-11-20,165569,76,0.533,0.0553,0.855,0.0,0.335,-2.901,0.0356,102.017,4
266,Fortunate Son,Willy And The Poor Boys,Creedence Clearwater Revival,1969-11-02,140773,81,0.64,0.201,0.663,0.00806,0.152,-7.516,0.0374,132.77,4
267,Fuck Love (feat. Trippie Redd),17,XXXTENTACION,2017-08-25,146520,81,0.797,0.0172,0.533,0.000152,0.103,-9.74,0.0412,131.036,4
268,Fergalicious,The Dutchess,Fergie,2006-01-01,292373,70,0.906,0.0576,0.584,0.0,0.128,-7.72,0.316,129.055,4
269,Miss The Rage (feat. Playboi Carti),Miss The Rage (feat. Playboi Carti),Trippie Redd,2021-05-07,236883,86,0.584,0.0144,0.859,0.0,0.847,-5.616,0.121,77.005,4
270,Feel Good Inc.,Demon Days,Gorillaz,2005-05-23,222640,82,0.818,0.00836,0.705,0.00233,0.613,-6.679,0.177,138.559,4
271,enough for you,SOUR,Olivia Rodrigo,2021-05-21,202826,87,0.638,0.753,0.259,0.0,0.219,-10.706,0.0898,88.485,4
272,Free Bird,Pronounced' Leh-'Nerd 'Skin-'Nerd,Lynyrd Skynyrd,1973-01-01,547106,74,0.249,0.0738,0.834,9.48e-05,0.0924,-8.21,0.0577,118.223,4
273,Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,203064,90,0.702,0.00883,0.825,0.0,0.0674,-3.787,0.0601,102.977,4
274,Forever,More Than A Game,Various Artists,2009-01-01,357346,65,0.415,0.253,0.926,0.0,0.256,-1.304,0.374,158.423,4
275,Falling,Fine Line,Harry Styles,2019-12-13,240133,83,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4
276,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,121572,85,0.493,0.269,0.653,0.0,0.511,-5.666,0.0466,142.347,4
277,Feathered Indians,Purgatory,Tyler Childers,2017-08-04,224946,74,0.536,0.75,0.574,0.00277,0.105,-6.705,0.0254,87.194,4
278,Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,2021-01-07,155883,84,0.84,0.00302,0.766,3.61e-06,0.0684,-4.12,0.136,94.018,4
279,F.N,True 2 Myself,Lil Tjay,2019-10-11,224000,79,0.567,0.354,0.515,0.0,0.078,-10.265,0.247,120.1,1
280,Mood (feat. iann dior),El Dorado,24kGoldn,2021-03-26,140533,89,0.701,0.174,0.716,0.0,0.324,-3.671,0.0361,91.007,4
281,Fiel - Remix,Fiel (Remix),Wisin,2021-06-15,349546,89,0.839,0.398,0.711,2.02e-06,0.118,-4.733,0.0473,97.99,4
282,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),KHALED KHALED,DJ Khaled,2021-04-30,236524,83,0.477,0.000866,0.727,0.0,0.108,-4.053,0.286,150.062,4
283,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",F*CK LOVE 3+: OVER YOU,The Kid LAROI,2021-07-27,144860,59,0.721,0.0693,0.632,0.0,0.291,-6.695,0.0358,92.057,4
284,Beautiful Mistakes (feat. Megan Thee Stallion),JORDI (Deluxe),Maroon 5,2021-06-11,227395,88,0.713,0.0377,0.676,0.0,0.154,-5.483,0.027,99.048,4
285,FEEL SOMETHING (feat. Marshmello),F*CK LOVE 3+: OVER YOU,The Kid LAROI,2021-07-27,139040,59,0.523,0.059,0.609,0.0,0.14,-7.802,0.191,154.051,4
286,Solid (feat. Drake),Slime Language 2,Young Stoner Life,2021-04-16,215693,82,0.887,0.0392,0.485,0.0,0.141,-9.358,0.2,125.987,4
287,forget me too (feat. Halsey),Tickets To My Downfall,Machine Gun Kelly,2020-09-25,171620,78,0.654,0.000417,0.875,0.0086,0.194,-4.845,0.0744,99.975,4
288,my ex's best friend (with blackbear),Tickets To My Downfall,Machine Gun Kelly,2020-09-25,139460,83,0.731,0.00473,0.675,0.0,0.141,-5.134,0.0434,124.939,4
289,Flex (feat. Juice WRLD),THE GOAT,Polo G,2020-05-15,163902,76,0.752,0.0538,0.673,0.0,0.133,-5.792,0.153,164.009,4
290,NOT SOBER (feat. Polo G & Stunna Gambino),F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23,216000,84,0.671,0.0928,0.639,0.0,0.0941,-6.852,0.134,119.82,5
291,For The Night,Top Gaming Tracks 2021,Various Artists,2021-08-06,190476,0,0.823,0.114,0.586,0.0,0.193,-6.606,0.2,125.971,4
292,"1 step forward, 3 steps back",SOUR,Olivia Rodrigo,2021-05-21,163586,86,0.473,0.941,0.203,0.0,0.126,-12.627,0.102,168.884,4
293,Father Stretch My Hands Pt. 1,The Life Of Pablo,Kanye West,2016-06-10,135920,77,0.724,0.118,0.573,0.0,0.538,-4.113,0.0549,113.088,4
294,Headshot (feat. Polo G & Fivio Foreign),Destined 2 Win,Lil Tjay,2021-04-02,144349,81,0.808,0.0802,0.639,0.0,0.15,-7.266,0.279,118.0,4
295,Falling Down - Bonus Track,"Come Over When You're Sober, Pt. 2",Lil Peep,2018-11-09,196400,80,0.669,0.0175,0.574,0.00294,0.146,-6.442,0.0286,120.013,4
296,Free Fallin',Full Moon Fever,Tom Petty,1989-01-01,256000,77,0.623,0.212,0.449,0.0,0.0613,-13.333,0.0253,84.383,4
297,t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,2021-04-27,168030,86,0.39,0.0021,0.83,0.0,0.156,-5.201,0.0563,90.021,4
298,Faucet Failure,STOKELEY,Ski Mask The Slump God,2018-11-30,145626,75,0.935,0.111,0.552,0.0,0.0952,-9.373,0.335,99.993,4
299,ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,2020-04-17,181733,86,0.746,0.247,0.69,0.0,0.101,-7.956,0.164,89.977,4
300,good 4 u,SOUR,Olivia Rodrigo,2021-05-21,178146,99,0.563,0.335,0.664,0.0,0.0849,-5.044,0.154,166.928,4
301,Good Days,Good Days,SZA,2020-12-25,279204,84,0.436,0.499,0.655,8.1e-06,0.688,-8.37,0.0583,121.002,4
302,Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,198081,95,0.677,0.321,0.696,0.0,0.42,-6.181,0.119,90.03,4
303,Getting Older,Happier Than Ever,Billie Eilish,2021-07-30,244221,81,0.599,0.974,0.128,0.121,0.115,-17.261,0.109,159.679,4
304,Save Your Tears (with Ariana Grande) (Remix),Save Your Tears (Remix),The Weeknd,2021-04-23,191013,94,0.65,0.0215,0.825,2.44e-05,0.0936,-4.645,0.0325,118.091,4
305,goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,243836,85,0.841,0.0847,0.728,0.0,0.149,-3.37,0.0484,130.049,4
306,Goosebumps - Remix,Goosebumps (Remix),Travis Scott,2021-01-15,162802,88,0.841,0.418,0.593,0.0,0.124,-7.846,0.0379,124.917,4
307,RAPSTAR,RAPSTAR,Polo G,2021-04-09,165925,89,0.789,0.41,0.536,0.0,0.129,-6.862,0.242,81.039,4
308,Ghost Town,ye,Kanye West,2018-06-01,271386,75,0.573,0.0969,0.545,0.0,0.329,-4.247,0.0288,83.378,4
309,GOLDWING,Happier Than Ever,Billie Eilish,2021-07-30,151536,79,0.654,0.755,0.303,0.159,0.0957,-13.943,0.126,160.095,4
310,NOT SOBER (feat. Polo G & Stunna Gambino),F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23,216000,84,0.671,0.0928,0.639,0.0,0.0941,-6.852,0.134,119.82,5
311,Red Light Green Light,Red Light Green Light,DaBaby,2021-06-25,159082,84,0.933,0.129,0.656,0.0,0.161,-5.85,0.322,119.987,4
312,Gangsta's Paradise,Gangsta's Paradise,Coolio,1995-11-07,240693,83,0.647,0.0655,0.514,0.0,0.398,-10.05,0.0593,79.974,4
313,Glad You Exist,Glad You Exist,Dan + Shay,2021-02-05,144533,79,0.748,0.235,0.551,0.0,0.119,-6.12,0.0349,103.953,4
314,Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,2020-01-17,210800,83,0.808,0.145,0.745,0.0,0.292,-5.26,0.342,165.995,4
315,Ginza,Radar Latino,Various Artists,2021-08-06,171093,0,0.749,0.228,0.815,0.00117,0.0838,-6.381,0.083,102.218,4
316,Martin & Gina,THE GOAT,Polo G,2020-05-15,132832,85,0.832,0.345,0.534,0.0,0.165,-7.813,0.253,93.924,4
317,Gold Digger,Late Registration,Kanye West,2005-08-30,207626,77,0.629,0.0195,0.696,0.0,0.0554,-5.572,0.348,93.034,4
318,GANG GANG (with Lil Wayne),GANG GANG (with Lil Wayne),Polo G,2021-05-21,178775,79,0.752,0.146,0.563,0.0,0.103,-8.066,0.209,145.05,4
319,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),KHALED KHALED,DJ Khaled,2021-04-30,236524,83,0.477,0.000866,0.727,0.0,0.108,-4.053,0.286,150.062,4
320,Get You (feat. Kali Uchis),Freudian,Daniel Caesar,2017-08-25,278179,80,0.658,0.422,0.294,5.2e-05,0.0749,-8.533,0.0321,74.038,4
321,All Girls Are The Same,Goodbye & Good Riddance,Juice WRLD,2018-12-10,165819,83,0.671,0.0769,0.529,0.000335,0.0856,-7.226,0.307,161.989,4
322,GO (feat. Juice WRLD),F*CK LOVE,The Kid LAROI,2020-07-24,181688,78,0.487,0.157,0.74,0.0,0.612,-4.973,0.0944,73.779,4
323,Whiskey Glasses,If I Know Me,Morgan Wallen,2018-04-27,234346,78,0.614,0.369,0.68,1.84e-06,0.115,-4.58,0.0289,149.959,4
324,Going Bad (feat. Drake),Championships,Meek Mill,2018-11-30,180522,79,0.889,0.259,0.496,0.0,0.252,-6.365,0.0905,86.003,4
325,Go Crazy,Slime & B,Chris Brown,2020-05-08,176960,80,0.755,0.316,0.578,0.0,0.25,-8.932,0.145,94.148,4
326,Get Into It (Yuh),Planet Her,Doja Cat,2021-06-25,138293,79,0.912,0.315,0.655,3.39e-05,0.0894,-6.029,0.162,91.942,4
327,Galway Girl,Galway Girl - Feelgood Pop,Various Artists,2021-08-06,168253,0,0.599,0.0783,0.813,0.0,0.476,-5.882,0.0846,100.192,4
328,Golden,Fine Line,Harry Styles,2019-12-13,208906,83,0.448,0.21,0.838,0.000131,0.131,-5.257,0.0557,139.863,4
329,Come & Go (with Marshmello),Legends Never Die,Juice WRLD,2020-07-10,205484,82,0.625,0.0172,0.814,0.0,0.158,-5.181,0.0657,144.991,4
330,God's Plan,Scorpion,Drake,2018-06-29,198973,82,0.754,0.0332,0.449,8.29e-05,0.552,-9.211,0.109,77.169,4
331,Ginza,Tumbao Latino,Various Artists,2021-08-06,171093,0,0.749,0.228,0.815,0.00117,0.0838,-6.381,0.083,102.218,4
332,Goodbye,Inside (The Songs),Bo Burnham,2021-06-10,249428,76,0.725,0.604,0.308,0.0,0.121,-9.941,0.039,126.061,4
333,Ginza,Nivel Reggaeton,Various Artists,2021-08-06,171093,0,0.749,0.228,0.815,0.00117,0.0838,-6.381,0.083,102.218,4
334,Ginza,Sonando en Latino,Various Artists,2021-07-23,171093,0,0.749,0.228,0.815,0.00117,0.0838,-6.381,0.083,102.218,4
335,Goodie Bag,Goodie Bag,Still Woozy,2017-11-05,146390,76,0.739,0.821,0.522,0.00124,0.233,-12.304,0.151,138.263,4
336,"Gravity (feat. Tyler, The Creator)","Gravity (feat. Tyler, The Creator)",Brent Faiyaz,2021-01-29,214692,76,0.539,0.173,0.615,0.0056,0.144,-8.746,0.252,163.924,4
337,hot girl bummer,everything means nothing,blackbear,2020-08-21,188343,83,0.782,0.125,0.559,0.0,0.385,-7.106,0.0767,129.992,1
338,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,2018-10-08,179080,82,0.498,0.72,0.235,0.0,0.144,-16.541,0.188,118.917,4
